ze2020,libze2020,reg,year,is_structural_anomaly,anomaly_reason,bpe_evolution_commune_type_presence_total,side_stocks_et_total,side_stocks_ul_total,flores_et_total,filosofi_s_hh_tax_weighted_proxy,filosofi_s_dir_tax_di_weighted_proxy,population_total,active_lr_total,employed_lr_total,unemployed_lr_total,unemployment_rate_est,jobs_lt_total,jobs_lt_per_1000_pop,side_stocks_et_per_1000_pop,bpe_facilities_total,bpe_facilities_per_1000_pop,flores_presential_unit_loc_total,flores_productive_unit_loc_total,observed_feature_count,has_any_feature_value,is_source_year_row,is_training_eligible_panel_v0
5209,La Flèche,52,2022,0,,,,,,,,59360.0,26563.73759,23780.62767,2783.10992,0.104771,20435.69009,344.267016,,,,,,7,1,1,1
5209,La Flèche,52,2023,0,,,3748.0,3340.0,,,,,,,,,,,63.140162,2200.0,37.061995,,,5,1,1,1
5209,La Flèche,52,2024,0,,709.0,,,,,,,,,,,,,,2232.0,37.601078,1082.0,770.0,5,1,1,1
5210,La Roche-sur-Yon,52,2019,0,,1404.0,11613.0,10074.0,5512.0,,,,,,,,,,,,,,,4,1,1,1
5210,La Roche-sur-Yon,52,2020,0,,,12140.0,10502.0,5577.0,72.634194,-13.878714,,,,,,,,,,,,,5,1,1,1
5210,La Roche-sur-Yon,52,2021,0,,,13095.0,11357.0,5752.0,51.166805,-14.223859,178357.0,85241.527565,77749.122984,7492.404581,0.087896,80058.761758,448.868067,73.420163,5231.0,29.328818,,,15,1,1,1
5210,La Roche-sur-Yon,52,2022,0,,,,,,,,179602.0,86262.39271,79155.0106,7107.38211,0.082393,81880.50489999996,455.899739,,,,,,7,1,1,1
5210,La Roche-sur-Yon,52,2023,0,,,14168.0,12437.0,,,,,,,,,,,78.885536,6052.0,33.696729,,,5,1,1,1
5210,La Roche-sur-Yon,52,2024,0,,1476.0,,,,,,,,,,,,,,6165.0,34.325898,3887.0,2170.0,5,1,1,1
5211,Laval,52,2019,0,,1717.0,10294.0,9006.0,5493.0,,,,,,,,,,,,,,,4,1,1,1
5211,Laval,52,2020,0,,,10875.0,9553.0,5562.0,68.374932,-14.591009,,,,,,,,,,,,,5,1,1,1
5211,Laval,52,2021,0,,,11634.0,10223.0,5674.0,51.474979,-15.018676,161700.0,74618.051643,68612.317757,6005.733886,0.080486,71813.537055,444.115875,71.948052,4798.0,29.672233,,,15,1,1,1
5211,Laval,52,2022,0,,,,,,,,161795.0,75052.00609,69208.904,5843.10209,0.077854,72226.60007999993,446.40811,,,,,,7,1,1,1
5211,Laval,52,2023,0,,,12531.0,11141.0,,,,,,,,,,,77.449859,5625.0,34.766217,,,5,1,1,1
5211,Laval,52,2024,0,,1826.0,,,,,,,,,,,,,,5755.0,35.569702,3479.0,2550.0,5,1,1,1
5212,Le Mans,52,2019,0,,3326.0,20682.0,17658.0,10077.0,,,,,,,,,,,,,,,4,1,1,1
5212,Le Mans,52,2020,0,,,21375.0,18329.0,10027.0,66.997316,-14.725758,,,,,,,,,,,,,5,1,1,1
5212,Le Mans,52,2021,0,,,22997.0,19731.0,10265.0,51.867072,-14.828058,373909.0,168008.42941,148246.117567,19762.311843,0.117627,149862.430006,400.799205,61.50427,10266.0,27.455878,,,15,1,1,1
5212,Le Mans,52,2022,0,,,,,,,,376709.0,170523.19578,151515.51283,19007.68295,0.111467,151593.18287,402.41455,,,,,,7,1,1,1
5212,Le Mans,52,2023,0,,,24606.0,21448.0,,,,,,,,,,,65.318323,11882.0,31.541588,,,5,1,1,1
5212,Le Mans,52,2024,0,,3421.0,,,,,,,,,,,,,,12126.0,32.189303,7240.0,3426.0,5,1,1,1
5213,Les Herbiers-Montaigu,52,2019,0,,1365.0,8705.0,7688.0,4504.0,,,,,,,,,,,,,,,4,1,1,1
5213,Les Herbiers-Montaigu,52,2020,0,,,9057.0,7997.0,4521.0,75.084145,-13.110523,,,,,,,,,,,,,5,1,1,1
5213,Les Herbiers-Montaigu,52,2021,0,,,9805.0,8679.0,4652.0,48.452793,-13.386701,146245.0,73185.647248,68401.659053,4783.988195,0.065368,70539.348311,482.33682,67.045027,4062.0,27.775309,,,15,1,1,1
5213,Les Herbiers-Montaigu,52,2022,0,,,,,,,,147347.0,73644.92625,69093.91725,4551.009,0.061797,71967.19812999998,488.41984,,,,,,7,1,1,1
5213,Les Herbiers-Montaigu,52,2023,0,,,10565.0,9417.0,,,,,,,,,,,71.701494,4705.0,31.931427,,,5,1,1,1
5213,Les Herbiers-Montaigu,52,2024,0,,1444.0,,,,,,,,,,,,,,4744.0,32.196109,2885.0,2032.0,5,1,1,1
5214,Les Sables-d'Olonne,52,2019,0,,632.0,7686.0,6737.0,3179.0,,,,,,,,,,,,,,,4,1,1,1
5214,Les Sables-d'Olonne,52,2020,0,,,7991.0,7050.0,3222.0,53.250541,-15.853529,,,,,,,,,,,,,5,1,1,1
5214,Les Sables-d'Olonne,52,2021,0,,,8795.0,7655.0,3408.0,56.07997,-16.277373,90028.0,35270.274935,31501.066899,3769.208037,0.106866,30086.911382,334.195044,97.691829,3443.0,38.243658,,,15,1,1,1
5214,Les Sables-d'Olonne,52,2022,0,,,,,,,,91383.0,36195.32477,32881.71095,3313.61382,0.091548,30848.264699999992,337.571153,,,,,,7,1,1,1
5214,Les Sables-d'Olonne,52,2023,0,,,9615.0,8595.0,,,,,,,,,,,105.216506,4028.0,44.07822,,,5,1,1,1
5214,Les Sables-d'Olonne,52,2024,0,,676.0,,,,,,,,,,,,,,4152.0,45.435147,2501.0,1059.0,5,1,1,1
5215,Mayenne,52,2019,0,,1332.0,4272.0,3793.0,2502.0,,,,,,,,,,,,,,,4,1,1,1
5215,Mayenne,52,2020,0,,,4383.0,3911.0,2517.0,60.136394,-12.603225,,,,,,,,,,,,,5,1,1,1
5215,Mayenne,52,2021,0,,,4697.0,4208.0,2570.0,45.194807,-13.123951,82335.0,36161.7542,33382.662672,2779.091528,0.076852,33126.163601,402.333924,57.047428,2551.0,30.983178,,,15,1,1,1
5215,Mayenne,52,2022,0,,,,,,,,81865.0,35663.71998,33152.49195,2511.22803,0.070414,32909.87930999999,402.001824,,,,,,7,1,1,1
5215,Mayenne,52,2023,0,,,4776.0,4271.0,,,,,,,,,,,58.33995,2976.0,36.352532,,,5,1,1,1
5215,Mayenne,52,2024,0,,1372.0,,,,,,,,,,,,,,3031.0,37.024369,1525.0,1180.0,5,1,1,1
5216,Nantes,52,2019,0,,4420.0,78246.0,66917.0,29728.0,,,,,,,,,,,,,,,4,1,1,1
5216,Nantes,52,2020,0,,,81671.0,70421.0,30249.0,79.366093,-16.701771,,,,,,,,,,,,,5,1,1,1
5216,Nantes,52,2021,0,,,89217.0,76787.0,31490.0,58.329317,-16.832668,978452.0,489558.661934,441942.343923,47616.31801,0.097264,470401.43339,480.760869,91.181785,28576.0,29.205316,,,15,1,1,1
5216,Nantes,52,2022,0,,,,,,,,989828.0,500562.3982,455837.91624,44724.48196,0.089348,481620.6996199999,486.570091,,,,,,7,1,1,1
5216,Nantes,52,2023,0,,,94893.0,83208.0,,,,,,,,,,,95.868171,32714.0,33.050186,,,5,1,1,1
5216,Nantes,52,2024,0,,4543.0,,,,,,,,,,,,,,33197.0,33.53815,19593.0,12711.0,5,1,1,1
5217,Pornic,52,2019,0,,730.0,5860.0,5288.0,2394.0,,,,,,,,,,,,,,,4,1,1,1
5217,Pornic,52,2020,0,,,6206.0,5575.0,2420.0,63.428344,-14.726328,,,,,,,,,,,,,5,1,1,1
5217,Pornic,52,2021,0,,,6837.0,6113.0,2559.0,55.34492,-15.001506,82360.0,35244.673297,31934.173211,3310.500086,0.093929,23601.743423,286.568036,83.013599,2857.0,34.689169,,,15,1,1,1
5217,Pornic,52,2022,0,,,,,,,,83963.0,36228.18573,33057.16157,3171.02416,0.087529,24490.767320000003,291.685234,,,,,,7,1,1,1
5217,Pornic,52,2023,0,,,7299.0,6657.0,,,,,,,,,,,86.931148,3335.0,39.719877,,,5,1,1,1
5217,Pornic,52,2024,0,,733.0,,,,,,,,,,,,,,3261.0,38.838536,1831.0,813.0,5,1,1,1
5218,Sablé-sur-Sarthe,52,2019,0,,837.0,2741.0,2404.0,1620.0,,,,,,,,,,,,,,,4,1,1,1
5218,Sablé-sur-Sarthe,52,2020,0,,,2825.0,2458.0,1603.0,63.144505,-11.822739,,,,,,,,,,,,,5,1,1,1
5218,Sablé-sur-Sarthe,52,2021,0,,,2983.0,2626.0,1638.0,43.008904,-12.486832,56410.0,26362.692829,23902.659416,2460.033413,0.093315,24831.622568,440.198946,52.880695,1676.0,29.711044,,,15,1,1,1
5218,Sablé-sur-Sarthe,52,2022,0,,,,,,,,56376.0,26663.24882,24307.43392,2355.8149,0.088354,25310.0419,448.950651,,,,,,7,1,1,1
5218,Sablé-sur-Sarthe,52,2023,0,,,3106.0,2727.0,,,,,,,,,,,55.094366,1892.0,33.56038,,,5,1,1,1
5218,Sablé-sur-Sarthe,52,2024,0,,861.0,,,,,,,,,,,,,,1928.0,34.19895,982.0,679.0,5,1,1,1
5219,Saint-Nazaire,52,2019,0,,1760.0,18734.0,16077.0,7967.0,,,,,,,,,,,,,,,4,1,1,1
5219,Saint-Nazaire,52,2020,0,,,19511.0,16920.0,8024.0,65.683517,-15.261242,,,,,,,,,,,,,5,1,1,1
5219,Saint-Nazaire,52,2021,0,,,21117.0,18424.0,8368.0,54.35427,-15.137933,258126.0,113940.460999,101914.15857,12026.302429,0.105549,103315.179151,400.250959,81.808884,8305.0,32.174209,,,15,1,1,1
5219,Saint-Nazaire,52,2022,0,,,,,,,,261617.0,115879.82562,104653.44018,11226.38544,0.09688,105444.2597,403.048195,,,,,,7,1,1,1
5219,Saint-Nazaire,52,2023,0,,,22595.0,19863.0,,,,,,,,,,,86.366712,9722.0,37.161194,,,5,1,1,1
5219,Saint-Nazaire,52,2024,0,,1847.0,,,,,,,,,,,,,,9801.0,37.463162,5949.0,2624.0,5,1,1,1
5220,Saumur,52,2019,0,,1020.0,6398.0,5680.0,3189.0,,,,,,,,,,,,,,,4,1,1,1
5220,Saumur,52,2020,0,,,6655.0,5935.0,3186.0,62.307681,-13.058128,,,,,,,,,,,,,5,1,1,1
5220,Saumur,52,2021,0,,,7089.0,6319.0,3259.0,43.653077,-13.359598,98301.0,43541.865085,38533.217443,5008.647642,0.115031,37494.822368,381.428697,72.115238,3241.0,32.970163,,,15,1,1,1
5220,Saumur,52,2022,0,,,,,,,,98152.0,43396.93256,38785.12563,4611.80693,0.10627,37924.87655000001,386.389239,,,,,,7,1,1,1
5220,Saumur,52,2023,0,,,7317.0,6578.0,,,,,,,,,,,74.54764,3666.0,37.350232,,,5,1,1,1
5220,Saumur,52,2024,0,,1046.0,,,,,,,,,,,,,,3713.0,37.829081,2118.0,1232.0,5,1,1,1
5221,Segré-en-Anjou Bleu,52,2019,0,,580.0,2973.0,2643.0,1539.0,,,,,,,,,,,,,,,4,1,1,1
5221,Segré-en-Anjou Bleu,52,2020,0,,,3126.0,2800.0,1591.0,68.892839,-11.795879,,,,,,,,,,,,,5,1,1,1
5221,Segré-en-Anjou Bleu,52,2021,0,,,3333.0,2975.0,1649.0,42.426392,-12.398841,56164.0,25847.265269,23495.349718,2351.91555,0.090993,19435.124306,346.042381,59.344064,1688.0,30.054839,,,15,1,1,1
5221,Segré-en-Anjou Bleu,52,2022,0,,,,,,,,56240.0,25960.18144,23585.29937,2374.88207,0.091482,19639.86604,349.215257,,,,,,7,1,1,1
5221,Segré-en-Anjou Bleu,52,2023,0,,,3469.0,3134.0,,,,,,,,,,,61.682077,1982.0,35.241821,,,5,1,1,1
5221,Segré-en-Anjou Bleu,52,2024,0,,631.0,,,,,,,,,,,,,,2014.0,35.810811,1032.0,718.0,5,1,1,1
5301,Auray,53,2019,0,,1178.0,9140.0,8158.0,3759.0,,,,,,,,,,,,,,,4,1,1,1
5301,Auray,53,2020,0,,,9475.0,8491.0,3773.0,60.958303,-14.80472,,,,,,,,,,,,,5,1,1,1
5301,Auray,53,2021,0,,,10293.0,9219.0,3971.0,52.686748,-15.069616,95546.0,40665.00841,36415.086473,4249.921937,0.104511,30768.91978,322.032527,107.728215,4381.0,45.85226,,,15,1,1,1
5301,Auray,53,2022,0,,,,,,,,96628.0,41077.98594,37047.25951,4030.72643,0.098124,31401.339540000004,324.971432,,,,,,7,1,1,1
5301,Auray,53,2023,0,,,11074.0,9991.0,,,,,,,,,,,114.604462,5112.0,52.90392,,,5,1,1,1
5301,Auray,53,2024,0,,1241.0,,,,,,,,,,,,,,5208.0,53.897421,2914.0,1190.0,5,1,1,1
5302,Brest,53,2019,0,,2802.0,24251.0,20926.0,10971.0,,,,,,,,,,,,,,,4,1,1,1
5302,Brest,53,2020,0,,,24863.0,21563.0,10894.0,69.680771,-15.135212,,,,,,,,,,,,,5,1,1,1
5302,Brest,53,2021,0,,,26969.0,23356.0,11301.0,53.494551,-15.426893,408461.0,186085.930429,166862.533355,19223.397074,0.103304,168524.953261,412.585175,66.025887,12072.0,29.554841,,,15,1,1,1
5302,Brest,53,2022,0,,,,,,,,411295.0,188488.30479,170897.88652,17590.41827,0.093324,172281.2863800001,418.875227,,,,,,7,1,1,1
5302,Brest,53,2023,0,,,29022.0,25484.0,,,,,,,,,,,70.562492,13607.0,33.08331,,,5,1,1,1
5302,Brest,53,2024,0,,2899.0,,,,,,,,,,,,,,13935.0,33.880791,7944.0,3701.0,5,1,1,1
5303,Carhaix-Plouguer,53,2019,0,,1536.0,5235.0,4751.0,2700.0,,,,,,,,,,,,,,,4,1,1,1
5303,Carhaix-Plouguer,53,2020,0,,,5301.0,4839.0,2653.0,55.218273,-11.938253,,,,,,,,,,,,,5,1,1,1
5303,Carhaix-Plouguer,53,2021,0,,,5637.0,5163.0,2707.0,41.561444,-12.134557,78911.0,32284.272027,28508.353107,3775.91892,0.116958,28325.130622,358.950344,71.434908,2925.0,37.067076,,,15,1,1,1
5303,Carhaix-Plouguer,53,2022,0,,,,,,,,79555.0,32113.54925,28426.40297,3687.14628,0.114816,28572.91568,359.159269,,,,,,7,1,1,1
5303,Carhaix-Plouguer,53,2023,0,,,5807.0,5314.0,,,,,,,,,,,72.993526,3316.0,41.681855,,,5,1,1,1
5303,Carhaix-Plouguer,53,2024,0,,1574.0,,,,,,,,,,,,,,3328.0,41.832694,1529.0,1238.0,5,1,1,1
5304,Dinan,53,2019,0,,1396.0,6887.0,6172.0,3102.0,,,,,,,,,,,,,,,4,1,1,1
5304,Dinan,53,2020,0,,,7157.0,6441.0,3097.0,61.462668,-14.359194,,,,,,,,,,,,,5,1,1,1
5304,Dinan,53,2021,0,,,7723.0,6963.0,3200.0,50.4686,-14.629546,100907.0,43746.497306,39622.219223,4124.278083,0.094277,32958.940147,326.626896,76.53582,3333.0,33.030414,,,15,1,1,1
5304,Dinan,53,2022,0,,,,,,,,102478.0,44709.15573,40451.46101,4257.69472,0.095231,33454.10730000001,326.451602,,,,,,7,1,1,1
5304,Dinan,53,2023,0,,,8503.0,7696.0,,,,,,,,,,,82.973907,3864.0,37.705654,,,5,1,1,1
5304,Dinan,53,2024,0,,1468.0,,,,,,,,,,,,,,3913.0,38.183805,2222.0,1165.0,5,1,1,1
5305,Fougères,53,2019,0,,911.0,4655.0,4171.0,2411.0,,,,,,,,,,,,,,,4,1,1,1
5305,Fougères,53,2020,0,,,4837.0,4305.0,2452.0,66.41077,-12.70721,,,,,,,,,,,,,5,1,1,1
5305,Fougères,53,2021,0,,,5199.0,4620.0,2512.0,45.154201,-13.027423,83902.0,38272.516022,34952.026694,3320.489328,0.086759,32322.475073,385.240818,61.96515,2384.0,28.414102,,,15,1,1,1
5305,Fougères,53,2022,0,,,,,,,,84053.0,38719.76418,35641.0293,3078.73488,0.079513,33135.08874000001,394.21661,,,,,,7,1,1,1
5305,Fougères,53,2023,0,,,5482.0,4863.0,,,,,,,,,,,65.220754,2708.0,32.217767,,,5,1,1,1
5305,Fougères,53,2024,0,,957.0,,,,,,,,,,,,,,2771.0,32.967294,1618.0,1006.0,5,1,1,1
5306,Guingamp,53,2019,0,,964.0,3554.0,3158.0,1837.0,,,,,,,,,,,,,,,4,1,1,1
5306,Guingamp,53,2020,0,,,3551.0,3187.0,1815.0,60.031641,-12.776194,,,,,,,,,,,,,5,1,1,1
5306,Guingamp,53,2021,0,,,3794.0,3397.0,1853.0,44.894726,-13.133139,59032.0,25136.456878,22308.062939,2828.39394,0.112522,20863.979224,353.435073,64.270226,1970.0,33.371731,,,15,1,1,1
5306,Guingamp,53,2022,0,,,,,,,,59275.0,25600.44516,22939.93263,2660.51253,0.103924,21155.551999999992,356.905137,,,,,,7,1,1,1
5306,Guingamp,53,2023,0,,,3902.0,3517.0,,,,,,,,,,,65.828764,2263.0,38.177984,,,5,1,1,1
5306,Guingamp,53,2024,0,,968.0,,,,,,,,,,,,,,2287.0,38.582876,1200.0,679.0,5,1,1,1
5307,Lamballe-Armor,53,2019,0,,937.0,4846.0,4363.0,2395.0,,,,,,,,,,,,,,,4,1,1,1
5307,Lamballe-Armor,53,2020,0,,,4975.0,4527.0,2414.0,62.156229,-14.502533,,,,,,,,,,,,,5,1,1,1
5307,Lamballe-Armor,53,2021,0,,,5370.0,4889.0,2486.0,51.624621,-14.762403,71727.0,31462.647011,28974.960609,2487.686402,0.079068,28356.934634,395.345332,74.867205,2320.0,32.344863,,,15,1,1,1
5307,Lamballe-Armor,53,2022,0,,,,,,,,72406.0,31774.56987,29377.31171,2397.25816,0.075446,28767.37553,397.306515,,,,,,7,1,1,1
5307,Lamballe-Armor,53,2023,0,,,5585.0,5131.0,,,,,,,,,,,77.134492,2720.0,37.565948,,,5,1,1,1
5307,Lamballe-Armor,53,2024,0,,984.0,,,,,,,,,,,,,,2773.0,38.297931,1511.0,1116.0,5,1,1,1
5308,Lannion,53,2019,0,,1603.0,8652.0,7800.0,4023.0,,,,,,,,,,,,,,,4,1,1,1
5308,Lannion,53,2020,0,,,8923.0,8049.0,4041.0,53.434567,-15.169776,,,,,,,,,,,,,5,1,1,1
5308,Lannion,53,2021,0,,,9419.0,8504.0,4195.0,52.582447,-15.385677,118093.0,46313.307331,40904.26316,5409.044171,0.116792,39743.949241,336.547884,79.759173,4217.0,35.709144,,,15,1,1,1
5308,Lannion,53,2022,0,,,,,,,,118755.0,46806.12061,41670.5658,5135.55481,0.10972,40393.75531,340.143618,,,,,,7,1,1,1
5308,Lannion,53,2023,0,,,9845.0,8949.0,,,,,,,,,,,82.901773,4984.0,41.968759,,,5,1,1,1
5308,Lannion,53,2024,0,,1636.0,,,,,,,,,,,,,,4992.0,42.036125,2854.0,1473.0,5,1,1,1
5309,Lorient,53,2019,0,,1490.0,16300.0,14121.0,6923.0,,,,,,,,,,,,,,,4,1,1,1
5309,Lorient,53,2020,0,,,16781.0,14656.0,6915.0,63.852834,-14.422605,,,,,,,,,,,,,5,1,1,1
5309,Lorient,53,2021,0,,,18050.0,15812.0,7136.0,51.875874,-14.79123,229742.0,99035.005123,87764.479801,11270.525322,0.113803,89287.789737,388.643738,78.566392,7604.0,33.097997,,,15,1,1,1
5309,Lorient,53,2022,0,,,,,,,,231454.0,100322.41455,90137.82551,10184.58904,0.101519,91273.34552,394.34767,,,,,,7,1,1,1
5309,Lorient,53,2023,0,,,19395.0,17121.0,,,,,,,,,,,83.796348,8835.0,38.171732,,,5,1,1,1
5309,Lorient,53,2024,0,,1537.0,,,,,,,,,,,,,,9085.0,39.25186,5222.0,2171.0,5,1,1,1
5310,Morlaix,53,2019,0,,1652.0,8422.0,7543.0,4389.0,,,,,,,,,,,,,,,4,1,1,1
5310,Morlaix,53,2020,0,,,8692.0,7766.0,4354.0,62.391566,-13.745872,,,,,,,,,,,,,5,1,1,1
5310,Morlaix,53,2021,0,,,9406.0,8383.0,4497.0,47.944268,-14.211527,128002.0,56201.162693,50093.597053,6107.56564,0.108673,49669.212095,388.034656,73.483227,4427.0,34.585397,,,15,1,1,1
5310,Morlaix,53,2022,0,,,,,,,,128911.0,56656.83647,50744.62688,5912.20959,0.104351,50434.58370999997,391.235687,,,,,,7,1,1,1
5310,Morlaix,53,2023,0,,,9948.0,8969.0,,,,,,,,,,,77.16952,5004.0,38.817479,,,5,1,1,1
5310,Morlaix,53,2024,0,,1698.0,,,,,,,,,,,,,,4991.0,38.716634,2694.0,1802.0,5,1,1,1
5311,Ploërmel,53,2019,0,,1134.0,4768.0,4259.0,2217.0,,,,,,,,,,,,,,,4,1,1,1
5311,Ploërmel,53,2020,0,,,4926.0,4433.0,2240.0,65.116239,-13.097307,,,,,,,,,,,,,5,1,1,1
5311,Ploërmel,53,2021,0,,,5305.0,4771.0,2326.0,46.880052,-13.618871,77263.0,34568.866784,31498.587958,3070.278826,0.088816,30166.33602,390.437027,68.661584,2600.0,33.651295,,,15,1,1,1
5311,Ploërmel,53,2022,0,,,,,,,,77964.0,35200.56947,32017.28321,3183.28626,0.090433,30768.33208,394.647941,,,,,,7,1,1,1
5311,Ploërmel,53,2023,0,,,5720.0,5201.0,,,,,,,,,,,73.367195,2984.0,38.274075,,,5,1,1,1
5311,Ploërmel,53,2024,0,,1215.0,,,,,,,,,,,,,,3030.0,38.864091,1475.0,971.0,5,1,1,1
5312,Pontivy-Loudéac,53,2019,0,,1581.0,7131.0,6279.0,3839.0,,,,,,,,,,,,,,,4,1,1,1
5312,Pontivy-Loudéac,53,2020,0,,,7379.0,6509.0,3862.0,66.472175,-13.154939,,,,,,,,,,,,,5,1,1,1
5312,Pontivy-Loudéac,53,2021,0,,,7835.0,6904.0,3959.0,47.386877,-13.609398,119890.0,53495.245965,48414.353589,5080.892375,0.094978,50782.066912,423.572165,65.351572,3755.0,31.320377,,,15,1,1,1
5312,Pontivy-Loudéac,53,2022,0,,,,,,,,120892.0,54128.16506,49310.20638,4817.95868,0.08901,51574.72651000001,426.618192,,,,,,7,1,1,1
5312,Pontivy-Loudéac,53,2023,0,,,8167.0,7235.0,,,,,,,,,,,67.556166,4385.0,36.272044,,,5,1,1,1
5312,Pontivy-Loudéac,53,2024,0,,1649.0,,,,,,,,,,,,,,4494.0,37.173676,2406.0,1705.0,5,1,1,1
5313,Quimper,53,2019,0,,2779.0,22107.0,19338.0,9975.0,,,,,,,,,,,,,,,4,1,1,1
5313,Quimper,53,2020,0,,,22548.0,19798.0,9902.0,60.350358,-14.652571,,,,,,,,,,,,,5,1,1,1
5313,Quimper,53,2021,0,,,24213.0,21342.0,10175.0,52.379044,-14.89322,293765.0,127282.926982,112988.735457,14294.191525,0.112303,115028.441616,391.566189,82.423025,10793.0,36.740252,,,15,1,1,1
5313,Quimper,53,2022,0,,,,,,,,295673.0,128180.95959,114923.65592,13257.30367,0.103426,116928.22241999998,395.46466,,,,,,7,1,1,1
5313,Quimper,53,2023,0,,,26074.0,23205.0,,,,,,,,,,,88.185259,12321.0,41.671035,,,5,1,1,1
5313,Quimper,53,2024,0,,2868.0,,,,,,,,,,,,,,12568.0,42.506418,7160.0,3300.0,5,1,1,1
5314,Quimperlé,53,2019,0,,660.0,3816.0,3487.0,1618.0,,,,,,,,,,,,,,,4,1,1,1
5314,Quimperlé,53,2020,0,,,3885.0,3552.0,1606.0,61.746023,-13.267027,,,,,,,,,,,,,5,1,1,1
5314,Quimperlé,53,2021,0,,,4167.0,3789.0,1649.0,50.317102,-13.676392,59790.0,25905.589295,23262.415525,2643.173769,0.102031,18907.44059,316.230818,69.693929,1978.0,33.082455,,,15,1,1,1
5314,Quimperlé,53,2022,0,,,,,,,,60163.0,26164.42355,23527.69676,2636.72679,0.100775,19083.582390000003,317.197985,,,,,,7,1,1,1
5314,Quimperlé,53,2023,0,,,4534.0,4159.0,,,,,,,,,,,75.361933,2252.0,37.431644,,,5,1,1,1
5314,Quimperlé,53,2024,0,,686.0,,,,,,,,,,,,,,2267.0,37.680967,1103.0,596.0,5,1,1,1
5315,Rennes,53,2019,0,,4724.0,53763.0,45909.0,22081.0,,,,,,,,,,,,,,,4,1,1,1
5315,Rennes,53,2020,0,,,55904.0,48143.0,22250.0,78.1807,-16.674203,,,,,,,,,,,,,5,1,1,1
5315,Rennes,53,2021,0,,,60995.0,52514.0,23370.0,56.976267,-16.837054,728132.0,358005.254391,323894.801647,34110.452744,0.095279,343789.378239,472.152547,83.769152,20329.0,27.919388,,,15,1,1,1
5315,Rennes,53,2022,0,,,,,,,,737298.0,366317.38087,333766.45122,32550.92965,0.08886,352224.22762,477.723021,,,,,,7,1,1,1
5315,Rennes,53,2023,0,,,65983.0,57485.0,,,,,,,,,,,89.492987,23088.0,31.31434,,,5,1,1,1
5315,Rennes,53,2024,0,,4951.0,,,,,,,,,,,,,,23991.0,32.539082,15316.0,9155.0,5,1,1,1
5316,Saint-Brieuc,53,2019,0,,1663.0,12820.0,11268.0,6054.0,,,,,,,,,,,,,,,4,1,1,1
5316,Saint-Brieuc,53,2020,0,,,13266.0,11614.0,6032.0,64.646238,-14.445515,,,,,,,,,,,,,5,1,1,1
5316,Saint-Brieuc,53,2021,0,,,14215.0,12519.0,6255.0,51.384203,-14.754695,189245.0,83653.83547,74840.309826,8813.525644,0.105357,77048.390891,407.135675,75.11427,5814.0,30.72208,,,15,1,1,1
5316,Saint-Brieuc,53,2022,0,,,,,,,,190238.0,84715.06658,76175.56572,8539.50086,0.100803,78327.92952000003,411.736506,,,,,,7,1,1,1
5316,Saint-Brieuc,53,2023,0,,,15317.0,13668.0,,,,,,,,,,,80.514934,6874.0,36.133685,,,5,1,1,1
5316,Saint-Brieuc,53,2024,0,,1727.0,,,,,,,,,,,,,,7012.0,36.859092,4337.0,2185.0,5,1,1,1
5317,Saint-Malo,53,2019,0,,1470.0,13166.0,11530.0,5548.0,,,,,,,,,,,,,,,4,1,1,1
5317,Saint-Malo,53,2020,0,,,13662.0,12115.0,5612.0,59.823574,-16.180483,,,,,,,,,,,,,5,1,1,1
5317,Saint-Malo,53,2021,0,,,14824.0,13162.0,5923.0,52.653729,-16.403937,153995.0,65303.52412,59037.110819,6266.413302,0.095958,58999.304027,383.124803,96.262866,5667.0,36.799896,,,15,1,1,1
5317,Saint-Malo,53,2022,0,,,,,,,,155127.0,66414.05408,60428.65679,5985.39729,0.090122,60074.22106,387.258318,,,,,,7,1,1,1
5317,Saint-Malo,53,2023,0,,,16123.0,14364.0,,,,,,,,,,,103.934196,6528.0,42.081649,,,5,1,1,1
5317,Saint-Malo,53,2024,0,,1553.0,,,,,,,,,,,,,,6670.0,42.997028,4185.0,2008.0,5,1,1,1
5318,Vannes,53,2019,0,,2197.0,19390.0,16989.0,8179.0,,,,,,,,,,,,,,,4,1,1,1
5318,Vannes,53,2020,0,,,20024.0,17561.0,8201.0,62.307701,-16.081324,,,,,,,,,,,,,5,1,1,1
5318,Vannes,53,2021,0,,,21551.0,19025.0,8632.0,55.939099,-16.17502,231635.0,99943.13181,89527.307042,10415.824767,0.104218,92230.752145,398.172781,93.038617,8644.0,37.317331,,,15,1,1,1
5318,Vannes,53,2022,0,,,,,,,,234819.0,101366.95196,91854.40707,9512.54489,0.093843,94404.60799,402.031386,,,,,,7,1,1,1
5318,Vannes,53,2023,0,,,23372.0,20782.0,,,,,,,,,,,99.53198,10095.0,42.990559,,,5,1,1,1
5318,Vannes,53,2024,0,,2261.0,,,,,,,,,,,,,,10448.0,44.493844,6084.0,2953.0,5,1,1,1
5319,Vitré,53,2019,0,,1083.0,5869.0,5246.0,2798.0,,,,,,,,,,,,,,,4,1,1,1
5319,Vitré,53,2020,0,,,6195.0,5548.0,2825.0,74.385862,-14.030107,,,,,,,,,,,,,5,1,1,1
5319,Vitré,53,2021,0,,,6610.0,5911.0,2943.0,50.108913,-14.200251,96587.0,47478.358638,44217.632126,3260.726512,0.068678,41219.119404,426.75639,68.435711,2637.0,27.301811,,,15,1,1,1
